"id","member_id","loan_amnt","funded_amnt","funded_amnt_inv","term","int_rate","installment","grade","sub_grade","emp_title","emp_length","home_ownership","annual_inc","verification_status","issue_d","loan_status","pymnt_plan","url","desc","purpose","title","zip_code","addr_state","dti","delinq_2yrs","earliest_cr_line","fico_range_low","fico_range_high","inq_last_6mths","mths_since_last_delinq","mths_since_last_record","open_acc","pub_rec","revol_bal","revol_util","total_acc","initial_list_status","out_prncp","out_prncp_inv","total_pymnt","total_pymnt_inv","total_rec_prncp","total_rec_int","total_rec_late_fee","recoveries","collection_recovery_fee","last_pymnt_d","last_pymnt_amnt","next_pymnt_d","last_credit_pull_d","last_fico_range_high","last_fico_range_low","collections_12_mths_ex_med","mths_since_last_major_derog","policy_code","application_type","annual_inc_joint","dti_joint","verification_status_joint","acc_now_delinq","tot_coll_amt","tot_cur_bal","open_acc_6m","open_act_il","open_il_12m","open_il_24m","mths_since_rcnt_il","total_bal_il","il_util","open_rv_12m","open_rv_24m","max_bal_bc","all_util","total_rev_hi_lim","inq_fi","total_cu_tl","inq_last_12m","acc_open_past_24mths","avg_cur_bal","bc_open_to_buy","bc_util","chargeoff_within_12_mths","delinq_amnt","mo_sin_old_il_acct","mo_sin_old_rev_tl_op","mo_sin_rcnt_rev_tl_op","mo_sin_rcnt_tl","mort_acc","mths_since_recent_bc","mths_since_recent_bc_dlq","mths_since_recent_inq","mths_since_recent_revol_delinq","num_accts_ever_120_pd","num_actv_bc_tl","num_actv_rev_tl","num_bc_sats","num_bc_tl","num_il_tl","num_op_rev_tl","num_rev_accts","num_rev_tl_bal_gt_0","num_sats","num_tl_120dpd_2m","num_tl_30dpd","num_tl_90g_dpd_24m","num_tl_op_past_12m","pct_tl_nvr_dlq","percent_bc_gt_75","pub_rec_bankruptcies","tax_liens","tot_hi_cred_lim","total_bal_ex_mort","total_bc_limit","total_il_high_credit_limit","revol_bal_joint","sec_app_fico_range_low","sec_app_fico_range_high","sec_app_earliest_cr_line","sec_app_inq_last_6mths","sec_app_mort_acc","sec_app_open_acc","sec_app_revol_util","sec_app_open_act_il","sec_app_num_rev_accts","sec_app_chargeoff_within_12_mths","sec_app_collections_12_mths_ex_med","sec_app_mths_since_last_major_derog","hardship_flag","hardship_type","hardship_reason","hardship_status","deferral_term","hardship_amount","hardship_start_date","hardship_end_date","payment_plan_start_date","hardship_length","hardship_dpd","hardship_loan_status","orig_projected_additional_accrued_interest","hardship_payoff_balance_amount","hardship_last_payment_amount","debt_settlement_flag","debt_settlement_flag_date","settlement_status","settlement_date","settlement_amount","settlement_percentage","settlement_term"
"158303403","","12000","12000","12000"," 36 months","  8.19%","377.09","A","A4","Teacher","10+ years","RENT","84000","Source Verified","Sep-2019","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=158303403","","debt_consolidation","Debt consolidation","937xx","CA","10.86","1","Jan-1996","680","684","0","17","","5","0","22489","71.6%","15","w","11415.85","11415.85","748.72","748.72","584.15","164.57","0.0","0.0","0.0","Dec-2019","377.09","Jan-2020","Dec-2019","704","700","0","","1","Individual","","","","0","0","51361","0","1","0","0","35","28872","","0","0","5724","72","31400","0","3","0","0","10272","8440","48.5","0","0","171","284","44","35","0","44","","22","17","0","2","3","3","4","10","4","5","3","5","0","0","0","0","93.3","33.3","0","0","77713","51361","16400","46313","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"158550954","","29000","29000","29000"," 60 months","  8.81%","599.33","A","A5","Office Mngr","7 years","OWN","105000","Not Verified","Sep-2019","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=158550954","","debt_consolidation","Debt consolidation","393xx","MS","20.59","1","May-2008","725","729","0","11","","10","0","11455","30.9%","30","w","27832.20","27832.20","1783.8","1783.80","1167.80","616.00","0.0","0.0","0.0","Dec-2019","599.33","Jan-2020","Nov-2019","749","745","0","","1","Individual","","","","0","0","83525","3","4","2","5","6","72070","87","1","1","10268","70","37100","2","5","0","6","8353","22345","33.9","0","0","132","136","6","6","0","6","11","14","11","0","3","3","5","6","21","6","9","3","10","0","0","0","3","96.7","0","0","0","119993","83525","33800","82893","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"159579822","","16000","16000","16000"," 60 months"," 11.71%","353.58","B","B3","Director of Partnerships & Bus Dev","2 years","RENT","178000","Source Verified","Sep-2019","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=159579822","","debt_consolidation","Debt consolidation","900xx","CA","21.33","0","Sep-1998","695","699","1","","","24","0","60006","76.9%","39","w","15401.86","15401.86","1050.33","1050.33","598.14","452.19","0.0","0.0","0.0","Dec-2019","353.58","Jan-2020","Nov-2019","684","680","0","","1","Individual","","","","0","0","119871","2","11","1","2","5","59865","70","0","1","10193","72","78000","2","2","3","4","5212","8580","68.3","0","0","252","137","16","5","0","16","","0","","0","6","10","7","8","24","12","14","10","24","0","0","0","2","100","28.6","0","0","166430","119871","27100","85583","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"159599099","","30000","30000","30000"," 60 months"," 16.12%","731.46","C","C3","Lead Transitional Living Coordinator ","5 years","RENT","76858.69","Not Verified","Sep-2019","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=159599099","","debt_consolidation","Debt consolidation","170xx","PA","23.56","0","May-2003","740","744","0","","","7","0","27190","34.5%","20","w","29001.32","29001.32","2167.51","2167.51","998.68","1168.83","0.0","0.0","0.0","Dec-2019","731.46","Jan-2020","Sep-2019","744","740","0","","1","Individual","","","","0","0","74270","0","2","0","0","31","47080","57","1","2","14299","40","78900","0","0","1","2","10610","51710","34.5","0","0","196","191","10","10","0","10","","7","","0","3","3","5","9","8","5","12","3","7","0","0","0","1","100","20","0","0","141900","74270","78900","63000","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"159425591","","4000","4000","4000"," 36 months","  8.19%","125.7","A","A4","Diesel Technician","9 years","RENT","60000","Verified","Sep-2019","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=159425591","","debt_consolidation","Debt consolidation","786xx","TX","10.58","0","Dec-2014","710","714","0","","","11","0","3159","28.2%","13","w","3692.06","3692.06","375.28","375.28","307.94","67.34","0.0","0.0","0.0","Dec-2019","125.7","Jan-2020","Nov-2019","684","680","0","","1","Individual","","","","0","0","14785","0","3","0","2","18","11626","71","1","3","2584","54","11200","0","1","0","5","1344","1916","57.4","0","0","35","57","11","11","0","11","","19","","0","1","2","2","4","3","8","10","2","11","0","0","0","1","100","50","0","0","27585","14785","4500","16385","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"159602111","","5000","5000","5000"," 36 months"," 20.55%","187.23","D","D2","VP of Global Sales","< 1 year","RENT","240000","Not Verified","Sep-2019","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=159602111","","debt_consolidation","Debt consolidation","333xx","FL","6.89","1","Jul-2007","665","669","0","20","","10","0","12850","83.4%","14","w","4689.94","4689.94","555.98","555.98","310.06","245.92","0.0","0.0","0.0","Dec-2019","187.23","Jan-2020","Nov-2019","649","645","0","64","1","Individual","","","","0","0","48583","0","3","0","2","13","35733","78","0","1","5406","79","15400","0","0","0","3","4858","1370","87.5","0","0","40","146","23","13","0","30","64","21","20","1","4","6","4","6","4","7","10","6","10","0","0","0","0","92.3","75","0","0","61372","48583","11000","45972","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"159289397","","10000","10000","10000"," 36 months"," 10.33%","324.23","B","B1","","< 1 year","RENT","59300","Source Verified","Sep-2019","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=159289397","","debt_consolidation","Debt consolidation","600xx","IL","19.81","0","Jan-2005","720","724","0","41","90","17","1","3121","8.9%","20","w","9279.39","9279.39","966.95","966.95","720.61","246.34","0.0","0.0","0.0","Dec-2019","324.23","Jan-2020","Nov-2019","719","715","0","41","1","Individual","","","","0","740","25938","2","4","2","2","5","22817","52","2","6","1965","33","35000","4","0","5","8","1526","22988","11.9","0","0","176","82","4","4","0","4","","5","","1","5","8","8","9","5","13","15","8","17","0","0","0","4","94.4","0","1","0","78772","25938","26100","43772","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"159598684","","24000","24000","24000"," 60 months"," 16.12%","585.17","C","C3","Senior Underwriter","10+ years","MORTGAGE","109275","Not Verified","Sep-2019","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=159598684","","debt_consolidation","Debt consolidation","493xx","MI","16.46","2","Aug-1999","670","674","1","7","","17","0","30635","87.3%","29","w","23201.05","23201.05","1734.02","1734.02","798.95","935.07","0.0","0.0","0.0","Dec-2019","585.17","Jan-2020","Nov-2019","669","665","0","","1","Individual","","","","0","517","156438","0","2","0","1","19","13573","52","1","2","4570","72","35100","4","4","6","3","9202","2344","90.7","0","0","140","241","12","12","3","12","","0","19","0","10","14","10","10","7","14","19","14","17","0","0","0","1","89.7","100","0","0","191650","44208","25300","26050","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"159598742","","8400","8400","8400"," 36 months","  8.81%","266.38","A","A5","Assistant community manager","1 year","RENT","60000","Source Verified","Sep-2019","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=159598742","","debt_consolidation","Debt consolidation","923xx","CA","11","0","Jul-2013","735","739","0","","","12","0","5308","13.9%","26","w","7781.35","7781.35","795.03","795.03","618.65","176.38","0.0","0.0","0.0","Dec-2019","266.38","Jan-2020","Nov-2019","744","740","0","","1","Individual","","","","0","0","12159","3","1","1","1","9","6851","62","4","5","2855","25","38300","1","0","1","6","1013","26801","16.2","0","0","74","67","1","1","0","1","","9","","0","6","7","8","12","5","11","21","7","12","0","0","0","5","100","0","0","0","49300","12159","32000","11000","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"159602847","","6000","6000","6000"," 36 months","  8.19%","188.55","A","A4","Director of Operations","6 years","OWN","120000","Not Verified","Sep-2019","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=159602847","","debt_consolidation","Debt consolidation","452xx","OH","5.78","1","Nov-2003","730","734","1","8","","11","0","5309","10.5%","23","w","5554.17","5554.17","562.92","562.92","445.83","117.09","0.0","0.0","0.0","Dec-2019","188.55","Jan-2020","Nov-2019","739","735","0","","1","Individual","","","","0","0","142486","1","2","1","1","9","16807","74","1","1","2729","30","50700","1","1","2","2","12953","43277","8.3","0","0","173","190","2","2","4","29","8","2","8","0","2","3","7","9","7","8","12","3","11","0","0","0","2","95.7","0","0","0","199313","22116","47200","22613","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"159604163","","8500","8500","8500"," 36 months","  8.81%","269.55","A","A5","Designer","< 1 year","MORTGAGE","50000","Not Verified","Sep-2019","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=159604163","","debt_consolidation","Debt consolidation","751xx","TX","17.43","0","Aug-2012","725","729","1","","","8","0","6834","33.8%","17","w","7873.99","7873.99","804.49","804.49","626.01","178.48","0.0","0.0","0.0","Dec-2019","269.55","Jan-2020","Nov-2019","714","710","0","","1","Joint App","90000","16.59","Not Verified","0","0","216152","1","1","1","2","5","16330","90","0","1","4691","61","20200","2","0","1","3","27019","3954","58.4","0","0","85","85","16","5","2","16","","5","","0","2","5","2","3","6","6","9","5","8","0","0","0","1","100","50","0","0","238948","23164","9500","18075","41851","665","669","Aug-2003","1","2","18","74.7","9","10","0","0","35","N","","","","","","","","","","","","","","","N","","","","","",""
"159348981","","4800","4800","4800"," 36 months"," 14.30%","164.76","C","C1","Registered nurse","4 years","MORTGAGE","100000","Source Verified","Sep-2019","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=159348981","","credit_card","Credit card refinancing","342xx","FL","19.69","1","Sep-2001","660","664","1","12","","13","0","5199","51.5%","24","w","4473.46","4473.46","490.47","490.47","326.54","163.93","0.0","0.0","0.0","Dec-2019","164.76","Jan-2020","Nov-2019","654","650","0","40","1","Individual","","","","0","6145","45813","0","3","0","2","17","40614","77","0","1","1360","66","10100","4","0","5","3","3524","1036","72","0","0","183","216","14","14","2","39","","3","","1","4","8","4","6","6","10","16","8","13","0","0","0","0","83.3","50","0","0","63364","45813","3700","53264","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"159500357","","21275","21275","21275"," 60 months"," 13.08%","484.95","B","B5","Attorney","10+ years","MORTGAGE","65000","Not Verified","Sep-2019","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=159500357","","credit_card","Credit card refinancing","425xx","KY","37.43","0","Oct-1999","735","739","0","","","12","0","52918","42.7%","33","w","20507.54","20507.54","1439.39","1439.39","767.46","671.93","0.0","0.0","0.0","Dec-2019","484.95","Jan-2020","Nov-2019","724","720","0","","1","Joint App","150000","29","Not Verified","0","0","308644","0","4","0","0","56","68740","26","0","1","38755","37","72200","0","0","0","1","25720","5350","73.4","0","0","239","139","14","14","3","14","","","","0","3","4","4","5","17","7","13","4","12","0","0","0","0","100","75","0","0","388384","121658","58200","117263","103191","650","654","May-2002","2","2","20","65.8","4","21","0","0","","N","","","","","","","","","","","","","","","N","","","","","",""
"158907023","","15000","15000","15000"," 60 months"," 11.71%","331.48","B","B3","Account Manager","< 1 year","OWN","75000","Not Verified","Sep-2019","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=158907023","","credit_card","Credit card refinancing","925xx","CA","16.7","0","May-2007","750","754","0","","","11","0","10467","20.8%","17","w","14439.25","14439.25","984.68","984.68","560.75","423.93","0.0","0.0","0.0","Dec-2019","331.48","Jan-2020","Nov-2019","774","770","0","","1","Individual","","","","0","0","299663","3","2","2","3","4","47418","99","3","4","2103","59","50300","0","0","0","7","27242","38341","16.3","0","0","133","148","4","4","2","4","","13","","0","6","7","7","8","5","8","10","7","11","0","0","0","5","100","0","0","0","354536","57885","45800","47936","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"159465944","","19000","19000","19000"," 36 months","  7.56%","591.55","A","A3","Watchmaker","10+ years","RENT","72000","Source Verified","Sep-2019","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=159465944","","credit_card","Credit card refinancing","070xx","NJ","22.03","0","Jun-2009","710","714","0","","","8","0","18706","63.2%","10","w","17575.51","17575.51","1766.67","1766.67","1424.49","342.18","0.0","0.0","0.0","Dec-2019","591.55","Jan-2020","Nov-2019","804","800","0","","1","Individual","","","","0","0","38545","0","2","1","1","12","19839","53","0","2","6483","57","29600","0","0","1","3","4818","3642","79.9","0","0","119","123","17","12","0","24","","12","","0","4","5","4","4","3","6","7","5","8","0","0","0","1","100","75","0","0","67247","38545","18100","37647","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"159598175","","6000","6000","6000"," 36 months","  7.02%","185.32","A","A2","Shipping and receiving manager ","10+ years","RENT","70000","Source Verified","Sep-2019","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=159598175","","credit_card","Credit card refinancing","604xx","IL","17.61","2","Jul-1996","660","664","1","21","","12","0","6151","55.4%","28","w","5546.70","5546.70","553.62","553.62","453.30","100.32","0.0","0.0","0.0","Dec-2019","185.32","Jan-2020","Nov-2019","709","705","0","40","1","Individual","","","","0","0","62541","2","4","1","3","6","56390","35","3","3","1999","41","11100","1","10","4","6","5686","248","95.6","0","0","278","264","5","5","0","10","21","6","21","3","4","6","5","7","15","8","13","6","12","0","0","0","4","67.9","100","0","0","81781","62541","5600","70681","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"159529373","","10000","10000","10000"," 36 months"," 17.74%","360.23","C","C5","","< 1 year","MORTGAGE","50000","Not Verified","Sep-2019","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=159529373","","other","Other","133xx","NY","39.68","0","Nov-2005","710","714","0","74","","8","0","12778","58.6%","20","w","9353.34","9353.34","1070.83","1070.83","646.66","424.17","0.0","0.0","0.0","Dec-2019","360.23","Jan-2020","Nov-2019","714","710","0","","1","Individual","","","","0","262","130491","0","3","0","1","14","68328","70","0","1","12778","68","21800","0","4","0","2","16311","7722","62.3","0","0","166","160","23","14","2","39","","14","","0","1","1","2","5","8","4","10","1","8","0","0","0","0","95","50","0","0","179958","81106","20500","97637","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"159318926","","23000","23000","23000"," 60 months","  8.19%","468.46","A","A4","CTOTB Foreman","10+ years","OWN","62000","Source Verified","Sep-2019","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=159318926","","credit_card","Credit card refinancing","064xx","CT","22.55","0","Jul-2007","715","719","0","","","17","0","13082","24.3%","28","w","22059.15","22059.15","1394.92","1394.92","940.85","454.07","0.0","0.0","0.0","Dec-2019","468.46","Jan-2020","Nov-2019","734","730","0","","1","Individual","","","","0","0","30202","0","2","0","2","16","17120","66","0","2","3715","38","53900","2","0","0","4","1777","13849","46.3","0","0","143","146","24","16","0","29","","16","","0","6","8","8","10","5","15","23","8","17","0","0","0","0","100","25","0","0","79700","30202","25800","25800","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"159158942","","40000","40000","40000"," 60 months"," 16.95%","993.03","C","C4","Front End Manager","10+ years","MORTGAGE","50000","Source Verified","Sep-2019","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=159158942","","debt_consolidation","Debt consolidation","338xx","FL","51.03","0","May-2001","735","739","0","","","26","0","19243","28.6%","37","w","38697.69","38697.69","2941.42","2941.42","1302.31","1639.11","0.0","0.0","0.0","Dec-2019","993.03","Jan-2020","Nov-2019","754","750","0","","1","Joint App","99000","32.41","","0","0","80200","2","11","2","2","3","60957","82","2","5","5400","57","67400","0","0","4","8","3085","27630","27.3","0","0","218","220","5","3","1","11","","3","","0","5","10","8","8","16","15","20","10","26","0","0","0","5","100","12.5","0","0","141750","80200","38000","74350","49289","645","649","May-2001","0","1","10","53.3","1","14","0","0","57","N","","","","","","","","","","","","","","","N","","","","","",""
"159602644","","40000","40000","40000"," 60 months"," 10.33%","856.4","B","B1","Counsel, Compliance Officer","1 year","MORTGAGE","245000","Source Verified","Sep-2019","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=159602644","","debt_consolidation","Debt consolidation","020xx","MA","11.03","0","Jun-2008","740","744","1","","","22","0","9186","19.5%","32","w","39006.19","39006.19","1689.84","1689.84","993.81","696.03","0.0","0.0","0.0","Dec-2019","856.4","Jan-2020","Nov-2019","734","730","0","","1","Individual","","","","0","0","672815","0","17","1","4","10","257238","113","0","0","9186","91","47200","1","3","3","4","30583","38014","19.5","0","0","133","135","55","10","1","55","","0","","0","1","1","3","3","26","3","4","1","22","0","0","0","1","100","0","0","0","688285","298511","47200","205248","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"159421934","","22975","22975","22975"," 60 months"," 12.40%","515.73","B","B4","Lead Installer","5 years","RENT","70000","Source Verified","Sep-2019","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=159421934","","credit_card","Credit card refinancing","210xx","MD","12","0","Dec-2013","690","694","0","","","8","0","16637","63.7%","11","w","22131.38","22131.38","1531.36","1531.36","843.62","687.74","0.0","0.0","0.0","Dec-2019","515.73","Jan-2020","Nov-2019","749","745","0","","1","Individual","","","","0","0","20094","0","1","0","0","25","3457","36","0","1","5632","56","26100","0","0","0","1","2871","8789","62.3","0","0","68","69","16","16","0","16","","","","0","3","4","4","4","2","7","9","4","8","0","0","0","0","100","25","0","0","35700","20094","23300","9600","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"159472742","","8800","8800","8800"," 36 months"," 16.95%","313.53","C","C4","Special Functions Assistant ","7 years","RENT","52000","Not Verified","Sep-2019","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=159472742","","debt_consolidation","Debt consolidation","114xx","NY","6.3","0","Sep-2010","705","709","0","","","3","0","7122","85.8%","4","w","8162.58","8162.58","932.3","932.30","637.42","294.88","0.0","0.0","0.0","Dec-2019","313.53","Jan-2020","Nov-2019","779","775","0","","1","Individual","","","","0","0","7122","0","0","0","0","","0","","0","0","4673","86","8300","0","0","0","0","2374","308","95.8","0","0","","108","39","39","0","63","","","","0","2","3","2","2","0","3","4","3","3","0","0","0","0","100","100","0","0","8300","7122","7400","0","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"158339152","","24000","24000","24000"," 36 months"," 16.95%","855.07","C","C4","Connection Designer","10+ years","MORTGAGE","60000","Verified","Sep-2019","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=158339152","","credit_card","Credit card refinancing","042xx","ME","20.46","0","Nov-1998","700","704","1","80","","11","0","24126","72.9%","20","w","22960.81","22960.81","1687.54","1687.54","1039.19","648.35","0.0","0.0","0.0","Dec-2019","855.07","Jan-2020","Nov-2019","749","745","0","80","1","Individual","","","","0","0","161515","0","2","0","1","15","18940","70","0","1","5336","72","33100","0","2","3","2","14683","2380","88","0","0","250","66","22","15","2","42","","5","","2","4","8","4","4","10","8","8","8","11","0","0","0","0","90","100","0","0","188838","43066","19800","27029","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"159296485","","7000","7000","7000"," 36 months"," 18.62%","255.25","D","D1","Street sweeper","6 years","RENT","55000","Verified","Sep-2019","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=159296485","","debt_consolidation","Debt consolidation","902xx","CA","16.98","2","Sep-2010","670","674","0","17","","8","0","4546","58.3%","19","w","6553.24","6553.24","758.51","758.51","446.76","311.75","0.0","0.0","0.0","Dec-2019","255.25","Jan-2020","Nov-2019","709","705","0","33","1","Individual","","","","0","0","36027","2","1","0","1","20","31481","","3","4","1485","58","7800","0","0","1","5","4503","32","98.5","0","0","108","108","2","2","0","5","33","9","17","1","2","5","2","6","4","7","15","5","8","0","0","0","3","78.9","100","0","0","49928","36027","2200","42128","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"159322155","","17000","17000","17000"," 60 months"," 10.33%","363.97","B","B1","Asst Controller","6 years","MORTGAGE","75000","Verified","Sep-2019","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=159322155","","medical","Medical expenses","254xx","WV","20.66","1","Jun-2004","685","689","0","22","118","15","1","27233","65.6%","25","w","16341.48","16341.48","1082.15","1082.15","658.52","423.63","0.0","0.0","0.0","Dec-2019","363.97","Jan-2020","Nov-2019","684","680","0","","1","Individual","","","","0","0","220924","0","2","0","1","21","12889","46","0","2","5510","57","39400","1","0","1","4","14728","1757","92.3","0","0","168","103","22","11","5","22","","11","22","0","4","7","4","6","6","11","14","7","15","0","0","0","1","95.8","100","1","0","269205","40122","18900","27805","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"159599915","","10625","10625","10625"," 60 months"," 16.95%","263.78","C","C4","Nurse Asst","10+ years","MORTGAGE","85000","Not Verified","Sep-2019","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=159599915","","debt_consolidation","Debt consolidation","948xx","CA","12.65","2","Jul-2001","715","719","0","4","","20","0","1320","4.2%","37","w","10279.05","10279.05","781.33","781.33","345.95","435.38","0.0","0.0","0.0","Dec-2019","263.78","Jan-2020","Nov-2019","729","725","0","","1","Individual","","","","0","662","184236","0","2","0","1","22","14317","41","2","5","421","24","31500","1","1","1","6","9212","5872","8.3","0","0","80","218","11","11","2","16","","10","4","0","2","9","4","13","4","17","31","9","20","0","0","0","2","91.9","0","0","0","262692","15637","6400","34713","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"159307728","","9500","9500","9500"," 36 months"," 10.33%","308.02","B","B1","Grocery worker ","10+ years","MORTGAGE","55000","Source Verified","Sep-2019","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=159307728","","other","Other","440xx","OH","1.46","0","Oct-1976","680","684","0","","","3","0","390","21.7%","5","w","8815.42","8815.42","918.61","918.61","684.58","234.03","0.0","0.0","0.0","Dec-2019","308.02","Jan-2020","Nov-2019","679","675","0","","1","Individual","","","","0","1842","162624","0","0","0","0","","0","","0","0","0","22","1800","0","0","0","0","54208","","","0","0","","515","246","151","2","","","","","0","0","1","0","1","0","2","3","1","3","0","0","0","0","100","","0","0","190800","390","0","0","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"159483760","","15000","15000","15000"," 60 months","  8.19%","305.52","A","A4","Operations Assistant Manager","1 year","MORTGAGE","53000","Source Verified","Sep-2019","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=159483760","","debt_consolidation","Debt consolidation","347xx","FL","20.83","0","Oct-1994","740","744","1","","","12","0","12990","27.6%","26","w","14386.40","14386.40","909.74","909.74","613.60","296.14","0.0","0.0","0.0","Dec-2019","305.52","Jan-2020","Nov-2019","769","765","0","","1","Individual","","","","0","0","266551","2","4","1","2","3","60046","97","1","2","7885","67","47100","3","2","4","6","24232","33043","20.6","0","0","162","143","5","3","2","14","","3","","0","2","3","5","6","15","6","8","3","12","0","0","0","2","100","0","0","0","298138","73036","41600","61888","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"158822998","","7000","7000","7000"," 36 months","  7.02%","216.21","A","A2","Laborer","2 years","RENT","42750","Source Verified","Sep-2019","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=158822998","","credit_card","Credit card refinancing","173xx","PA","18.02","0","Oct-2013","670","674","1","","","7","0","4274","54.1%","11","w","6471.14","6471.14","645.9","645.90","528.86","117.04","0.0","0.0","0.0","Dec-2019","216.21","Jan-2020","Nov-2019","689","685","0","","1","Individual","","","","0","557","19456","1","2","0","1","15","15182","58","1","1","1870","57","7900","0","3","1","2","2779","130","93.5","0","0","53","71","1","1","0","36","","1","","0","1","4","1","1","4","5","7","4","7","0","0","0","1","100","100","0","0","34083","19456","2000","26183","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"159444515","","8000","8000","8000"," 36 months","  8.81%","253.7","A","A5","Sergeant ","7 years","RENT","36000","Verified","Sep-2019","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=159444515","","vacation","Vacation","275xx","NC","8.62","0","Oct-2012","665","669","0","28","","7","0","14331","59.7%","10","w","7410.80","7410.80","757.18","757.18","589.20","167.98","0.0","0.0","0.0","Dec-2019","253.7","Jan-2020","Nov-2019","669","665","0","28","1","Individual","","","","0","0","14331","1","0","0","0","61","0","","2","2","0","60","24000","0","4","0","2","2389","2400","0","0","0","73","83","6","6","0","6","","","28","0","0","2","2","3","2","7","8","2","7","0","0","0","2","90","0","0","0","24000","14331","2400","0","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"158031501","","20000","20000","20000"," 36 months"," 13.08%","674.65","B","B5","Teacher","3 years","MORTGAGE","68000","Verified","Sep-2019","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=158031501","","debt_consolidation","Debt consolidation","985xx","WA","25.45","0","Oct-2003","700","704","0","","","15","0","16820","85.4%","69","w","18623.15","18623.15","2009.42","2009.42","1376.85","632.57","0.0","0.0","0.0","Dec-2019","674.65","Jan-2020","Nov-2019","759","755","0","","1","Joint App","110000","17.19","","0","0","410035","0","3","1","3","9","148146","68","0","1","8429","73","19700","0","9","1","6","27336","0","107.4","0","0","190","177","21","9","2","21","","9","","0","3","8","3","6","52","10","15","8","15","0","0","0","1","100","66.7","0","0","428316","164966","8500","156217","27684","685","689","Feb-2005","0","2","21","82.1","12","10","0","0","","N","","","","","","","","","","","","","","","N","","","","","",""
